"Table_Name","Column_Name","Data_Type","Size","Precision_Scale"
U_CMP_CL,CMP_RICHIE,text,16,"0/0"
U_CMP_CL,CMP_TIPRES,numeric,5,"38/38"
U_CMP_CL,CMP_DTCM01,varchar,10,"0/0"
U_CMP_CL,CMP_ORCM01,varchar,8,"0/0"
U_CMP_CL,CMP_CDOP01,varchar,3,"0/0"
U_CMP_CL,CMP_DSOP01,varchar,50,"0/0"
U_CMP_CL,CMP_DTCM11,varchar,10,"0/0"
U_CMP_CL,CMP_DSOP11,varchar,50,"0/0"
U_CMP_CL,CMP_NSPROD,varchar,50,"0/0"
U_CMP_CL,CMP_NSADES,varchar,50,"0/0"
U_CMP_CL,CMP_CNDAPP,text,16,"0/0"
U_CMP_CL,CMP_NSNOTE,text,16,"0/0"
U_CMP_CL,CMP_CONPRD,varchar,50,"0/0"
U_CMP_CL,CMP_CONADE,varchar,50,"0/0"
U_CMP_CL,CMP_TIPADE,varchar,50,"0/0"
U_CMP_CL,CMP_NSEQUI,varchar,50,"0/0"
U_CMP_CL,CMP_CONNOT,text,16,"0/0"
U_CMP_CL,CMP_APPROV,bit,1,"1/0"
U_CMP_CL,CMP_DTCM02,varchar,10,"0/0"
U_CMP_CL,CMP_ORCM02,varchar,8,"0/0"
U_CMP_CL,CMP_CDOP02,varchar,3,"0/0"
U_CMP_CL,CMP_DSOP02,varchar,50,"0/0"
U_CMP_CL,CMP_DTCM12,varchar,10,"0/0"
U_CMP_CL,CMP_DSOP12,varchar,50,"0/0"
U_CMP_CL,CMP_RIFSPE,varchar,50,"0/0"
U_CMP_CL,CMP_ARTNUM,varchar,50,"0/0"
U_CMP_CL,CMP_ALTEZZ,varchar,50,"0/0"
U_CMP_CL,CMP_LUNGHE,varchar,50,"0/0"
U_CMP_CL,CMP_COLORE,varchar,50,"0/0"
U_CMP_CL,CMP_QTACMP,varchar,50,"0/0"
U_CMP_CL,CMP_DESTIN,text,16,"0/0"
U_CMP_CL,CMP_ALLACA,varchar,50,"0/0"
U_CMP_CL,CMP_DTCM03,varchar,10,"0/0"
U_CMP_CL,CMP_ORCM03,varchar,8,"0/0"
U_CMP_CL,CMP_CDOP03,varchar,3,"0/0"
U_CMP_CL,CMP_DSOP03,varchar,50,"0/0"
U_CMP_CL,CMP_DTCM13,varchar,10,"0/0"
U_CMP_CL,CMP_DSOP13,varchar,50,"0/0"
U_CMP_CL,CMP_SETEVA,varchar,50,"0/0"
U_CMP_CL,CMP_NOTE,text,16,"0/0"
U_CMP_CL,CMP_DTCM04,varchar,10,"0/0"
U_CMP_CL,CMP_ORCM04,varchar,8,"0/0"
U_CMP_CL,CMP_CDOP04,varchar,3,"0/0"
U_CMP_CL,CMP_DSOP04,varchar,50,"0/0"
U_CMP_CL,CMP_DTCM14,varchar,10,"0/0"
U_CMP_CL,CMP_DSOP14,varchar,50,"0/0"
U_CMP_CL,CMP_DESART,varchar,50,"0/0"
U_CMP_CL,CMP_DTUMAT,varchar,10,"0/0"
U_CMP_CL,CMP_NRLINT,numeric,9,"38/38"
U_CMP_CL,CMP_NUMCMP,varchar,6,"0/0"
U_CMP_CL,CMP_ORCM11,varchar,8,"0/0"
U_CMP_CL,CMP_ORCM12,varchar,8,"0/0"
U_CMP_CL,CMP_ORCM13,varchar,8,"0/0"
U_CMP_CL,CMP_ORCM14,varchar,8,"0/0"
U_CMP_CL,CMP_DISPLO,text,16,"0/0"
U_CMP_CL,CMP_DTCM0X,varchar,10,"0/0"
U_CMP_CL,CMP_ORCM0X,varchar,8,"0/0"
U_CMP_CL,CMP_CDOP0X,varchar,3,"0/0"
U_CMP_CL,CMP_DSOP0X,varchar,50,"0/0"
U_CMP_CL,CMP_DTCM1X,varchar,10,"0/0"
U_CMP_CL,CMP_ORCM1X,varchar,8,"0/0"
U_CMP_CL,CMP_DSOP1X,varchar,50,"0/0"
NOTE_COM,id_unique,uniqueidentifier,16,"0/0"
NOTE_COM,NOT_CODSOC,varchar,2,"0/0"
NOTE_COM,NOT_CODICE,varchar,30,"0/0"
NOTE_COM,NOT_TESTO,text,16,"0/0"
NOTE_COM,NOT_OFFERT,bit,1,"1/0"
NOTE_COM,NOT_ORDINI,bit,1,"1/0"
NOTE_COM,NOT_FATTPR,bit,1,"1/0"
NOTE_COM,NOT_BOLLE,bit,1,"1/0"
NOTE_COM,NOT_DISTSP,bit,1,"1/0"
NOTE_COM,NOT_COMME,bit,1,"1/0"
NOTE_COM,NOT_FATTUR,bit,1,"1/0"
NOTE_COM,NOA_OFFERT,bit,1,"1/0"
NOTE_COM,NOA_ORDINI,bit,1,"1/0"
NOTE_COM,NOA_FATTPR,bit,1,"1/0"
NOTE_COM,NOA_BOLLE,bit,1,"1/0"
NOTE_COM,NOA_DISTSP,bit,1,"1/0"
NOTE_COM,NOA_FATTUR,bit,1,"1/0"
NOTE_COM,NOA_COMME,bit,1,"1/0"
NOTE_COM,NOS_OFFERT,bit,1,"1/0"
NOTE_COM,NOS_ORDINI,bit,1,"1/0"
NOTE_COM,NOS_FATTPR,bit,1,"1/0"
NOTE_COM,NOS_BOLLE,bit,1,"1/0"
NOTE_COM,NOS_DISTSP,bit,1,"1/0"
NOTE_COM,NOS_COMME,bit,1,"1/0"
NOTE_COM,NOS_FATTUR,bit,1,"1/0"
NOTE_COM,NOC_SPINC,bit,1,"1/0"
NOTE_COM,NOC_TOTDO,bit,1,"1/0"
NOTE_COM,NOC_SCON,bit,1,"1/0"
NOTE_COM,NOC_GEST3,bit,1,"1/0"
NOTE_COM,NOC_GEST4,bit,1,"1/0"
NOTE_COM,NOC_GEST5,bit,1,"1/0"
NOTE_COM,NOC_FORM1,varchar,14,"0/0"
NOTE_COM,NOC_ALLIN,bit,1,"1/0"
NOTE_COM,NOS_SOLOIT,bit,1,"1/0"
NOTE_COM,NOS_SOLOEX,bit,1,"1/0"
NOTE_COM,NOC_GEST6,bit,1,"1/0"
NOTE_COM,NOC_PAGAN,bit,1,"1/0"
NOTE_COM,NOC_TOTMQ,bit,1,"1/0"
NOTE_COM,NOC_TOTMC,bit,1,"1/0"
NOTE_COM,NOT_CONVERT,bit,1,"1/0"
NOTE_COM,nos_ordinif,bit,1,"1/0"
NOTE_COM,noa_ordinif,bit,1,"1/0"
NOTE_COM,nos_ordmag,bit,1,"1/0"
NOTE_COM,NOT_FEXML,bit,1,"1/0"
NOTE_COM,NOA_TIPOLOGIA,varchar,3,"0/0"
U_WRK_TT,id_unique,uniqueidentifier,16,"0/0"
U_WRK_TT,TAGGANCIO,varchar,10,"0/0"
U_WRK_TT,ORD_CODSOC,varchar,2,"0/0"
U_WRK_TT,TNUMERO,varchar,10,"0/0"
U_WRK_TT,ORD_CODCLI,varchar,10,"0/0"
U_WRK_TT,ORD_RAGSOC,varchar,40,"0/0"
U_WRK_TT,ORD_INDIRI,varchar,30,"0/0"
U_WRK_TT,ORD_CAP,varchar,5,"0/0"
U_WRK_TT,ORD_LOCALI,varchar,30,"0/0"
U_WRK_TT,ORD_PARIVA,varchar,11,"0/0"
U_WRK_TT,ORD_VALUTA,varchar,3,"0/0"
U_WRK_TT,ORD_CAMBIO,numeric,9,"38/38"
U_WRK_TT,ORD_NUMORD,varchar,6,"0/0"
U_WRK_TT,ORD_DATORD,varchar,10,"0/0"
U_WRK_TT,ORD_ORA,varchar,5,"0/0"
U_WRK_TT,ORD_PESO,numeric,9,"38/38"
U_WRK_TT,ORD_COLLI,varchar,4,"0/0"
U_WRK_TT,ORD_CAUS,varchar,10,"0/0"
U_WRK_TT,ORD_RIFERI,varchar,20,"0/0"
U_WRK_TT,ORD_CPA,varchar,3,"0/0"
U_WRK_TT,ORD_BANCA,varchar,5,"0/0"
U_WRK_TT,ORD_AGE,varchar,3,"0/0"
U_WRK_TT,ORD_PROVVI,numeric,5,"38/38"
U_WRK_TT,ORD_ASPETT,varchar,3,"0/0"
U_WRK_TT,ORD_SCOGLO,numeric,5,"38/38"
U_WRK_TT,ORD_PORTO,varchar,9,"0/0"
U_WRK_TT,ORD_BOLLI,varchar,1,"0/0"
U_WRK_TT,ORD_SPBOLL,numeric,9,"38/38"
U_WRK_TT,ORD_SPTRAS,numeric,9,"38/38"
U_WRK_TT,ORD_MEZZO,varchar,3,"0/0"
U_WRK_TT,ORD_VETTO1,varchar,40,"0/0"
U_WRK_TT,ORD_VETTO2,varchar,40,"0/0"
U_WRK_TT,ORD_VETTO3,varchar,40,"0/0"
U_WRK_TT,ORD_LISTIN,varchar,15,"0/0"
U_WRK_TT,ORD_ALTDES,numeric,5,"38/38"
U_WRK_TT,ORD_CODLOC,varchar,3,"0/0"
U_WRK_TT,ORD_RAGC,varchar,40,"0/0"
U_WRK_TT,ORD_INDC,varchar,30,"0/0"
U_WRK_TT,ORD_CAPC,varchar,5,"0/0"
U_WRK_TT,ORD_LOCC,varchar,30,"0/0"
U_WRK_TT,ORD_CODNAZ,varchar,3,"0/0"
U_WRK_TT,ORD_TOTPRV,numeric,9,"38/38"
U_WRK_TT,ORD_FLBOL,varchar,1,"0/0"
U_WRK_TT,ORD_DTCONS,varchar,20,"0/0"
U_WRK_TT,ORD_CONST,bit,1,"1/0"
U_WRK_TT,ORD_CHIUSO,bit,1,"1/0"
U_WRK_TT,SELEZIONE,varchar,10,"0/0"
U_WRK_TT,ORD_ANNO,varchar,4,"0/0"
U_ORD_TT,id_unique,uniqueidentifier,16,"0/0"
U_ORD_TT,TAGGANCIO,varchar,10,"0/0"
U_ORD_TT,ORD_CODSOC,varchar,2,"0/0"
U_ORD_TT,TNUMERO,varchar,10,"0/0"
U_ORD_TT,ORD_CODCLI,varchar,10,"0/0"
U_ORD_TT,ORD_RAGSOC,varchar,150,"0/0"
U_ORD_TT,ORD_INDIRI,varchar,150,"0/0"
U_ORD_TT,ORD_CAP,varchar,15,"0/0"
U_ORD_TT,ORD_LOCALI,varchar,150,"0/0"
U_ORD_TT,ORD_FAX,varchar,40,"0/0"
U_ORD_TT,ORD_COMUNI,varchar,40,"0/0"
U_ORD_TT,ORD_OGGETT,varchar,40,"0/0"
U_ORD_TT,ORD_COMMIS,varchar,40,"0/0"
U_ORD_TT,ORD_IMBALL,text,16,"0/0"
U_ORD_TT,ORD_GGCONS,varchar,40,"0/0"
U_ORD_TT,ORD_DESPES,varchar,40,"0/0"
U_ORD_TT,ORD_NORME1,varchar,40,"0/0"
U_ORD_TT,ORD_NORME2,varchar,40,"0/0"
U_ORD_TT,ORD_PARIVA,varchar,20,"0/0"
U_ORD_TT,ORD_VALUTA,varchar,3,"0/0"
U_ORD_TT,ORD_CAMBIO,numeric,9,"38/38"
U_ORD_TT,ORD_NUMORD,varchar,6,"0/0"
U_ORD_TT,ORD_DATORD,varchar,10,"0/0"
U_ORD_TT,ORD_ORA,varchar,5,"0/0"
U_ORD_TT,ORD_PESO,numeric,9,"38/38"
U_ORD_TT,ORD_COLLI,varchar,4,"0/0"
U_ORD_TT,ORD_CAUS,varchar,10,"0/0"
U_ORD_TT,ORD_RIFERI,varchar,80,"0/0"
U_ORD_TT,ORD_CPA,varchar,3,"0/0"
U_ORD_TT,ORD_BANCA,varchar,10,"0/0"
U_ORD_TT,ORD_AGE,varchar,3,"0/0"
U_ORD_TT,ORD_PROVVI,numeric,5,"38/38"
U_ORD_TT,ORD_ASPETT,varchar,3,"0/0"
U_ORD_TT,ORD_SCOGLO,numeric,5,"38/38"
U_ORD_TT,ORD_PORTO,varchar,9,"0/0"
U_ORD_TT,ORD_BOLLI,varchar,1,"0/0"
U_ORD_TT,ORD_SPBOLL,numeric,9,"38/38"
U_ORD_TT,ORD_SPTRAS,numeric,9,"38/38"
U_ORD_TT,ORD_MEZZO,varchar,3,"0/0"
U_ORD_TT,ORD_VETTO1,varchar,40,"0/0"
U_ORD_TT,ORD_VETTO2,varchar,40,"0/0"
U_ORD_TT,ORD_VETTO3,varchar,40,"0/0"
U_ORD_TT,ORD_LISTIN,varchar,15,"0/0"
U_ORD_TT,ORD_ALTDES,numeric,5,"38/38"
U_ORD_TT,ORD_CODLOC,varchar,3,"0/0"
U_ORD_TT,ORD_RAGC,varchar,150,"0/0"
U_ORD_TT,ORD_INDC,varchar,150,"0/0"
U_ORD_TT,ORD_CAPC,varchar,15,"0/0"
U_ORD_TT,ORD_LOCC,varchar,150,"0/0"
U_ORD_TT,ORD_CODNAZ,varchar,3,"0/0"
U_ORD_TT,ORD_TOTPRV,numeric,9,"38/38"
U_ORD_TT,ORD_VALORE,numeric,9,"38/38"
U_ORD_TT,ORD_FLBOL,varchar,1,"0/0"
U_ORD_TT,ORD_DTCONS,varchar,10,"0/0"
U_ORD_TT,ORD_CONST,bit,1,"1/0"
U_ORD_TT,ORD_PRONTO,bit,1,"1/0"
U_ORD_TT,ORD_CHIUSO,bit,1,"1/0"
U_ORD_TT,SELEZIONE,varchar,10,"0/0"
U_ORD_TT,ORD_COMMES,varchar,6,"0/0"
U_ORD_TT,ORD_CODOPE,varchar,20,"0/0"
U_ORD_TT,ORD_PUBBLI,varchar,1,"0/0"
U_ORD_TT,ORD_FLCOM,varchar,10,"0/0"
U_ORD_TT,ORD_DATCOM,varchar,10,"0/0"
U_ORD_TT,ORD_CODEMI,varchar,10,"0/0"
U_ORD_TT,ORD_RAGEMI,varchar,80,"0/0"
U_ORD_TT,ORD_CCOSTO,varchar,13,"0/0"
U_ORD_TT,ORD_MAGS,varchar,6,"0/0"
U_ORD_TT,ORD_MAGD,varchar,6,"0/0"
U_ORD_TT,ORD_ACURA,varchar,3,"0/0"
U_ORD_TT,ORD_NUMTRX,varchar,50,"0/0"
U_ORD_TT,ORD_DATTRX,varchar,10,"0/0"
U_ORD_TT,ORD_ORATRX,varchar,5,"0/0"
U_ORD_TT,ORD_DATRCX,varchar,10,"0/0"
U_ORD_TT,ORD_ORARCX,varchar,5,"0/0"
U_ORD_TT,ORD_VALDAF,numeric,9,"38/38"
U_ORD_TT,ORD_TIPORD,varchar,3,"0/0"
U_ORD_TT,ORD_FLGSTA,bit,1,"1/0"
U_ORD_TT,ORD_DATSTA,varchar,10,"0/0"
U_ORD_TT,ORD_DESFAT,varchar,60,"0/0"
U_ORD_TT,ORD_PRORIT,numeric,5,"38/38"
U_ORD_TT,ORD_SC1T,numeric,5,"38/38"
U_ORD_TT,ORD_SC2T,numeric,5,"38/38"
U_ORD_TT,ORD_SC3T,numeric,5,"38/38"
U_ORD_TT,ORD_TOTIMB,numeric,9,"38/38"
U_ORD_TT,ORD_PESEST,numeric,9,"38/38"
U_ORD_TT,ORD_CODIMB,varchar,3,"0/0"
U_ORD_TT,ORD_CLIFAT,varchar,10,"0/0"
U_ORD_TT,ORD_RAGFAT,varchar,40,"0/0"
U_ORD_TT,ORD_FLFATT,bit,1,"1/0"
U_ORD_TT,ORD_RATEO1,numeric,9,"38/38"
U_ORD_TT,ORD_DATRA1,varchar,10,"0/0"
U_ORD_TT,ORD_RATEO2,numeric,9,"38/38"
U_ORD_TT,ORD_DATRA2,varchar,10,"0/0"
U_ORD_TT,ORD_RATEO3,numeric,9,"38/38"
U_ORD_TT,ORD_DATRA3,varchar,10,"0/0"
U_ORD_TT,ORD_RATEO4,numeric,9,"38/38"
U_ORD_TT,ORD_DATRA4,varchar,10,"0/0"
U_ORD_TT,ORD_RATEO5,numeric,9,"38/38"
U_ORD_TT,ORD_DATRA5,varchar,10,"0/0"
U_ORD_TT,ORD_RATEO6,numeric,9,"38/38"
U_ORD_TT,ORD_DATRA6,varchar,10,"0/0"
U_ORD_TT,ORD_TOTRAT,numeric,9,"38/38"
U_ORD_TT,ORD_FLGINC,bit,1,"1/0"
U_ORD_TT,ORD_TRASME,bit,1,"1/0"
U_ORD_TT,ORD_ANNO,varchar,4,"0/0"
U_ORD_TT,ORD_CODSYS,varchar,10,"0/0"
U_ORD_TT,ORD_PROVIN,varchar,2,"0/0"
U_ORD_TT,ORD_PROC,varchar,2,"0/0"
U_ORD_TT,ORD_ACCONT,numeric,9,"38/38"
U_ORD_TT,ORD_DATACC,varchar,10,"0/0"
U_ORD_TT,ORD_NUMSCO,varchar,10,"0/0"
U_ORD_TT,ORD_FLGACC,bit,1,"1/0"
U_ORD_TT,ORD_DATRIM,varchar,10,"0/0"
U_ORD_TT,ORD_FLGRIM,bit,1,"1/0"
U_ORD_TT,ORD_FLGTRA,bit,1,"1/0"
U_ORD_TT,ORD_CODBUN,varchar,10,"0/0"
U_ORD_TT,ORD_DESBUN,varchar,50,"0/0"
U_ORD_TT,ORD_ACCRES,numeric,9,"38/38"
U_ORD_TT,ORD_TPORDI,varchar,1,"0/0"
U_ORD_TT,ORD_DSORDI,varchar,30,"0/0"
U_ORD_TT,ORD_FLGABP,bit,1,"1/0"
U_ORD_TT,ORD_PKLOK,varchar,1,"0/0"
U_ORD_TT,T_OMAGGIO,numeric,9,"38/38"
U_ORD_TT,I_OMAGGIO,numeric,9,"38/38"
U_ORD_TT,ORD_FLGCON,bit,1,"1/0"
U_ORD_TT,ORD_CDIMBA,varchar,3,"0/0"
U_ORD_TT,ORD_EVATOT,bit,1,"1/0"
U_ORD_TT,ORD_ORDDDT,bit,1,"1/0"
U_ORD_TT,ORD_EVAFOR,bit,1,"1/0"
U_ORD_TT,ORD_CDARF1,varchar,16,"0/0"
U_ORD_TT,ORD_DSARF1,varchar,50,"0/0"
U_ORD_TT,ORD_VALOF1,numeric,9,"38/38"
U_ORD_TT,ORD_CDARF2,varchar,16,"0/0"
U_ORD_TT,ORD_DSARF2,varchar,50,"0/0"
U_ORD_TT,ORD_VALOF2,numeric,9,"38/38"
U_ORD_TT,ORD_CDARF3,varchar,16,"0/0"
U_ORD_TT,ORD_DSARF3,varchar,50,"0/0"
U_ORD_TT,ORD_VALOF3,numeric,9,"38/38"
U_ORD_TT,ORD_CDARF4,varchar,16,"0/0"
U_ORD_TT,ORD_DSARF4,varchar,50,"0/0"
U_ORD_TT,ORD_VALOF4,numeric,9,"38/38"
U_ORD_TT,ORD_CDARF5,varchar,16,"0/0"
U_ORD_TT,ORD_DSARF5,varchar,50,"0/0"
U_ORD_TT,ORD_VALOF5,numeric,9,"38/38"
U_ORD_TT,TIPRENDO,varchar,10,"0/0"
U_ORD_TT,ORD_NUMORC,varchar,20,"0/0"
U_ORD_TT,ORD_DATORC,varchar,10,"0/0"
U_ORD_TT,ORD_NUMOFC,varchar,30,"0/0"
U_ORD_TT,ORD_DATOFC,varchar,10,"0/0"
U_ORD_TT,ORD_CDC,varchar,5,"0/0"
U_ORD_TT,ORD_NUMCOC,varchar,30,"0/0"
U_ORD_TT,ORD_DATCOC,varchar,10,"0/0"
U_ORD_TT,ORD_EVAPAR,bit,1,"1/0"
U_ORD_TT,REG_CODOPE,varchar,20,"0/0"
U_ORD_TT,REG_NOMOPE,varchar,50,"0/0"
U_ORD_TT,REG_DATREG,varchar,10,"0/0"
U_ORD_TT,REG_ORAREG,varchar,8,"0/0"
U_ORD_TT,MOD_CODOPE,varchar,20,"0/0"
U_ORD_TT,MOD_NOMOPE,varchar,50,"0/0"
U_ORD_TT,MOD_DATREG,varchar,10,"0/0"
U_ORD_TT,MOD_ORAREG,varchar,8,"0/0"
U_ORD_TT,ORD_MEMO,text,16,"0/0"
U_ORD_TT,ORD_PERPAG,numeric,5,"38/38"
U_ORD_TT,ORD_ATTENZIONE,varchar,200,"0/0"
U_ORD_TT,ORD_VARIE,varchar,200,"0/0"
U_ORD_TT,ORD_LASTUSE,varchar,200,"0/0"
U_ORD_TT,ORD_NOTEEVA,text,16,"0/0"
U_ORD_TT,ORD_CONCON,varchar,13,"0/0"
U_ORD_TT,ORD_NOTEEV2,text,16,"0/0"
U_ORD_TT,ORD_DATFAT,varchar,10,"0/0"
U_ORD_TT,ORD_SELSPED,bit,1,"1/0"
U_ORD_TT,ORD_TIPOLOGIA,varchar,6,"0/0"
U_ORD_TT,ORD_CUP,varchar,15,"0/0"
U_ORD_TT,ORD_CIG,varchar,10,"0/0"
U_ORD_TT,ORD_PESNET,numeric,5,"38/38"
U_ORD_TT,ORD_SPTIMP,varchar,2,"0/0"
U_ORD_TT,ORD_MOTSCA,varchar,4,"0/0"
U_ORD_TT,ORD_DSNAZC,varchar,100,"0/0"
U_ORD_TT,ORD_IMPONIB,numeric,9,"38/38"
U_ORD_TT,ORD_IMPOSTA,numeric,9,"38/38"
U_ORD_TT,ORD_NOPOLIEC,bit,1,"1/0"
U_ORD_TT,ORD_DATCOL,varchar,10,"0/0"
U_ORD_TT,ORD_SCASSA,numeric,5,"38/38"
U_ORD_TT,WC_ORDER_KEY,varchar,50,"0/0"
U_ORD_TT,WC_DATE_MODIFIED,varchar,20,"0/0"
U_ORD_TT,ORD_DATSCA,varchar,10,"0/0"
U_ORD_TT,ORD_CONPRZ,varchar,2,"0/0"
U_ORD_TT,ORD_DDTLCKADV,bit,1,"1/0"
U_ORD_TT,ORD_DDTLCKSER,bit,1,"1/0"
INTERVC,id_unique,uniqueidentifier,16,"0/0"
INTERVC,DAGGANCIO,varchar,32,"0/0"
INTERVC,ID_INTERVISTATORE,varchar,32,"0/0"
INTERVC,ID_COLLOQUIO,varchar,32,"0/0"
INTERVC,IDRISUMANA,varchar,32,"0/0"
INTERVC,RISUMANA,varchar,175,"0/0"
INTERVC,ORDINE,numeric,5,"38/38"
U_CMP_TT,id_unique,uniqueidentifier,16,"0/0"
U_CMP_TT,CMP_ID,varchar,13,"0/0"
U_CMP_TT,CMP_CONTO,varchar,13,"0/0"
U_CMP_TT,CMP_CLIFOR,varchar,1,"0/0"
U_CMP_TT,CMP_TOP,varchar,10,"0/0"
U_CMP_TT,CMP_NPART,numeric,9,"38/38"
U_CMP_TT,CMP_DARE,numeric,9,"38/38"
U_CMP_TT,CMP_AVERE,numeric,9,"38/38"
U_CMP_TT,CMP_SALDO,numeric,9,"38/38"
U_CMP_TT,CMP_DESMOV,varchar,50,"0/0"
TRATTSOG_DD,id_unique,uniqueidentifier,16,"0/0"
TRATTSOG_DD,DAGGANCIO,varchar,32,"0/0"
TRATTSOG_DD,ID_DETTAGLIO,varchar,32,"0/0"
TRATTSOG_DD,SOG_TIPSOG,varchar,1,"0/0"
TRATTSOG_DD,SOG_CODICE,varchar,16,"0/0"
TRATTSOG_DD,SOG_COGNOM,varchar,40,"0/0"
TRATTSOG_DD,SOG_NOME,varchar,40,"0/0"
TRATTSOG_DD,SOG_FIGPROF,varchar,3,"0/0"
TRATTSOG_DD,SOG_DESGEN,text,16,"0/0"
TRATTSOG_DD,SOG_ANNESP,numeric,5,"38/38"
TRATTSOG_DD,SOG_POSTI,numeric,5,"38/38"
TRATTSOG_DD,D_INIZIO,varchar,10,"0/0"
TRATTSOG_DD,D_FINE,varchar,10,"0/0"
TRATTSOG_DD,SOG_GGPREV,numeric,9,"38/38"
TRATTSOG_DD,SOG_COSTO,numeric,9,"38/38"
TRATTSOG_DD,SOG_RICAVO,numeric,9,"38/38"
TRATTSOG_DD,SOG_UTILE,numeric,9,"38/38"
TRATTSOG_DD,CODATTIVITA,varchar,3,"0/0"
TRATTSOG_DD,DESATTIVITA,varchar,254,"0/0"
TRATTSOG_DD,SOG_STATO,varchar,3,"0/0"
TRATTSOG_DD,SOG_SEDELA,varchar,40,"0/0"
TRATTSOG_DD,SOG_QTASOG,numeric,5,"38/38"
TRATTSOG_DD,SOG_ANNOTA,text,16,"0/0"
TRATTSOG_DD,SOG_ANNRIS,text,16,"0/0"
TRATTSOG_DD,SOG_DESCRI,varchar,100,"0/0"
TRATTSOG_DD,STATO,varchar,3,"0/0"
TRATTSOG_DD,IDTipoOra_c,varchar,32,"0/0"
TRATTSOG_DD,IDDettOra_c,varchar,32,"0/0"
TRATTSOG_DD,IDTipoOra_r,varchar,32,"0/0"
TRATTSOG_DD,IDDettOra_r,varchar,32,"0/0"
TRATTSOG_DD,UM_SOG_GGPREV,varchar,2,"0/0"
TRATTSOG_DD,OREGG,numeric,9,"38/38"
TRATTSOG_DD,UMCOSTO,varchar,2,"0/0"
TRATTSOG_DD,UMRICAVO,varchar,2,"0/0"
TRATTSOG_DD,VALCOSTO,numeric,9,"38/38"
TRATTSOG_DD,VALRICAVO,numeric,9,"38/38"
PARA,id_unique,uniqueidentifier,16,"0/0"
PARA,CODICE,varchar,30,"0/0"
PARA,DESCRI,varchar,254,"0/0"
PARA,LIBERA,varchar,254,"0/0"
PARA,CLASSE,numeric,5,"38/38"
PARA,CONTO1,varchar,13,"0/0"
PARA,CONTO2,varchar,13,"0/0"
PARA,CONTO3,varchar,13,"0/0"
PARA,CONTO4,varchar,13,"0/0"
PARA,CONIVA,varchar,13,"0/0"
PARA,DESIVA,varchar,254,"0/0"
PARA,NOTE,text,16,"0/0"
PARA,ITALIANO,text,16,"0/0"
PARA,INGLESE,text,16,"0/0"
PARA,FRANCESE,text,16,"0/0"
PARA,TEDESCO,text,16,"0/0"
PARA,GG_LAV,numeric,5,"38/38"
PARA,CODPGO,varchar,16,"0/0"
PARA,PERANT,numeric,5,"38/38"
PARA,PERSAL,numeric,5,"38/38"
PARA,PAR_TRASME,varchar,2,"0/0"
PARA,PAR_DATINS,varchar,10,"0/0"
PARA,TIPOMOV,numeric,5,"38/38"
PARA,DTIPOMOV,varchar,90,"0/0"
PARA,SCAFISS,numeric,5,"38/38"
PARA,CLASSIVA,varchar,3,"0/0"
PARA,CHIUFISCAL,bit,1,"1/0"
PARA,PAR_COSTCAD1,numeric,9,"38/38"
PARA,PAR_RICCAD1,numeric,9,"38/38"
PARA,PAR_FINOA,numeric,5,"38/38"
PARA,PAR_COSFINOA,numeric,9,"38/38"
PARA,PAR_RICFINOA,numeric,9,"38/38"
PARA,PAR_OLTREA,numeric,5,"38/38"
PARA,PAR_COSOLTRA,numeric,9,"38/38"
PARA,PAR_RICOLTRA,numeric,9,"38/38"
PARA,PERIMPO,numeric,5,"38/38"
PARA,SCAFISS_1R,numeric,5,"38/38"
PARA,SOLOIMPIVA,varchar,3,"0/0"
PARA,ECOMMERCE,varchar,1,"0/0"
PARA,PERCENTUALI,varchar,254,"0/0"
PARA,BENI_SERVIZI,bit,1,"1/0"
PARA,CODICE_ABBINATO,varchar,8,"0/0"
PARA,IVAESENTE,bit,1,"1/0"
PARA,CALCPLAFACQ,bit,1,"1/0"
PARA,DISATTIVO,bit,1,"1/0"
PARA,DES_PERIVA_NON_DED,varchar,100,"0/0"
PARA,PERIVA_NON_DED,numeric,5,"38/38"
PARA,PAR_VALIDDAL,varchar,10,"0/0"
PARA,PAR_VALIDAL,varchar,10,"0/0"
PARA,TXDISATTIVO,varchar,2,"0/0"
PARA,NOIVACARCLI ,varchar,1,"0/0"
PARA,NOHELP,bit,1,"1/0"
PARA,NOIVAREVERSE,varchar,1,"0/0"
PARA,NO_COMUNIC_IVA,bit,1,"1/0"
PARA,REG_CODOPE,varchar,20,"0/0"
PARA,REG_NOMOPE,varchar,50,"0/0"
PARA,REG_DATREG,varchar,10,"0/0"
PARA,REG_ORAREG,varchar,8,"0/0"
PARA,MOD_CODOPE,varchar,20,"0/0"
PARA,MOD_NOMOPE,varchar,50,"0/0"
PARA,MOD_DATREG,varchar,10,"0/0"
PARA,MOD_ORAREG,varchar,8,"0/0"
VENDITE_DC,id_unique,uniqueidentifier,16,"0/0"
VENDITE_DC,DAGGANCIO,varchar,10,"0/0"
VENDITE_DC,LINK_DT_DC,varchar,10,"0/0"
VENDITE_DC,PMKEY,varchar,10,"0/0"
VENDITE_DC,CCODSCHE,varchar,20,"0/0"
VENDITE_DC,ID_RIGO,varchar,5,"0/0"
VENDITE_DC,TIPO_COMPONENTE,varchar,3,"0/0"
VENDITE_DC,NUMORD,varchar,6,"0/0"
VENDITE_DC,DATORD,varchar,10,"0/0"
VENDITE_DC,LINKCOMP,varchar,10,"0/0"
